Year,Month,Date,Description,Category,Amount,Account,Bank,Card
2024,February,02/24/2024,costco,grocery,-199.99,Credit,BofA,Custom Cash
2024,February,02/23/2024,costco,grocery,-176.78,Credit,BofA,Custom Cash
2024,February,02/19/2024,transfer,transfer,307.28,Credit,BofA,Custom Cash
2024,February,02/10/2024,costco,grocery,-699.99,Credit,BofA,Custom Cash
2024,February,02/05/2024,fairyloot,Bills & Utilities,-34.9,Credit,BofA,Custom Cash
