Year,Month,Date,Description,Category,Amount,Account,Bank,Card
2024,August,08/16/2024,fairyloot,utilities,34.9,Credit,BofA,Custom Cash
2024,August,08/05/2024,fairyloot,utilities,-34.9,Credit,BofA,Custom Cash
