Year,Month,Date,Description,Category,Amount,Account,Bank,Card
2024,March,03/19/2024,transfer,transfer,1111.66,Credit,BofA,Custom Cash
2024,February,02/29/2024,fairyloot,Bills & Utilities,-37.9,Credit,BofA,Custom Cash
2024,February,02/27/2024,costco,grocery,-22.88,Credit,BofA,Custom Cash
